trait	group	DPRMaZ	SAPRMaZ	SDAPRMaZ	SSAPRMaZ	CDPRMaZ	CSAPRMaZ	XNPRMaZ	XADPRMaZ	XASAPRMaZ	PNPRMaZ	PADPRMaZ	PASAPRMaZ	DPRMZ	SAPRMZ	SDAPRMZ	SSAPRMZ	CDPRMZ	CSAPRMZ	XNPRMZ	XADPRMZ	XASAPRMZ	PNPRMZ	PADPRMZ	PASAPRMZ	DPREZ	SAPREZ	SDAPREZ	SSAPREZ	CDPREZ	CSAPREZ	XNPREZ	XADPREZ	XASAPREZ	PNPREZ	PADPREZ	PASAPREZ	DLRMaZ	SALRMaZ	SDALRMaZ	SSALRMaZ	CDLRMaZ	CSALRMaZ	XNLRMaZ	XADLRMaZ	XASALRMaZ	PNLRMaZ	PADLRMaZ	PASALRMaZ	DLRMZ	SALRMZ	SDALRMZ	SSALRMZ	CDLRMZ	CSALRMZ	XNLRMZ	XADLRMZ	XASALRMZ	PNLRMZ	PADLRMZ	PASALRMZ	DLREZ	SALREZ	SDALREZ	SSALREZ	CDLREZ	CSALREZ	XNLREZ	XADLREZ	XASALREZ	PNLREZ	PADLREZ	PASALREZ	DCRMaZ	SACRMaZ	SDACRMaZ	SSACRMaZ	CDCRMaZ	CSACRMaZ	XNCRMaZ	XADCRMaZ	XASACRMaZ	PNCRMaZ	PADCRMaZ	PASACRMaZ	DCRMZ	SACRMZ	SDACRMZ	SSACRMZ	CDCRMZ	CSACRMZ	XNCRMZ	XADCRMZ	XASACRMZ	PNCRMZ	PADCRMZ	PASACRMZ	DCREZ	SACREZ	SDACREZ	SSACREZ	CDCREZ	CSACREZ	XNCREZ	XADCREZ	XASACREZ	PNCREZ	PADCREZ	PASACREZ
CML189	tropical/subtropical	0.093	0.007	0.035	0.0009889	580	601110	5	0.0073	0.000044146	15	0.002	3.53E-06	0.075	0.005	0.0335	0.0009071	415	409290	5	0.0075	0.000045518	14	0.001639779	2.02E-06	0.102	0.008	0.0375	0.001	645	700000	4	0.00925	0.00007701	14	0.002142857	3.86E-06	0.0435	176770	0.017	0.0002323	265	0.002	2	0.006	0.000027725	8	0.001375	1.39E-06	0.0445	0.002	0.0155	0.0001941	290	180590	1	0.0075	0.00004007	9	0.001888889	1.94E-06	0.0435	0.002	0.0185	0.0002579	250	174210	3	0.005	2.10E-05	8	0.001625	2.67E-06	0.0785	0.005	0.039	0.001	395	400000	6	0.008166667	5.39E-05	16	0.0018125	3.15E-06	0.098	0.008	0.003333333	0.001	946.6666667	700000	4	0.0095	6.94E-05	18	0.002034839	3.16E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIMBL83	tropical/subtropical	0.106	0.009	0.04	0.001	660	800000	5	0.008	0.000051012	13	0.002923077	5.21E-06	0.099	0.008	0.033	0.0008987	660	710130	4	0.00825	0.00005127	13	0.002153846	0.000003363	0.099	0.007	0.0365	0.001	625	600000	4	0.00875	0.000059645	13	0.002923077	4.43E-06	0.0445	187580	0.0135	0.0001242	310	0.002	1	0.004	0.00001565	4	0.002	0.000002554	0.045	0.002	0.0165	0.000212	285	178800	2	0.00475	0.000018415	0	0.001555556	1.61E-06	0.0595	0.003	0.0215	0.0003542	380	264580	2	0.006	1.42E-05	9	0.001888889	2.72E-06	0.091	0.007	0.038	0.001	530	600000	7	0.007	3.81E-05	17	0.001647059	0.00000229	0.102	0.008	0.003952381	0.001	980.4761905	700000	0	0.00625	3.29E-05	17	0.002882353	0.000004318	0.0925	0.007	0.0395	0.001	530	600000	6	0.007833333	4.98E-05	14	0.002071429	3.70E-06
CIMBL95	tropical/subtropical	0.095	0.007	0.0385	0.001	565	600000	5	0.0096	0.000070388	13	0.002384615	3.78E-06	0.113	0.009	0.039	0.001	740	800000	5	0.0097	0.000070044	13	0.002076923	0.000004193	0.1	0.008	0.0365	0.001	635	700000	4	0.009375	0.00006814	12	0.002384615	4.77E-06	0.037	87860	0.013	0.0001214	240	0.001	1	0.0045	0.000016	5	0.00137882	1.27E-06	0.0365	0.0009708	0.0125	0.0001264	240	84440	1	0.004	0.00001336	7	0.000963643	1.10E-06	0.036	0.001	0.012	0.0001063	240	89370	1	0.005	0.00001734	5	0.0014	1.37E-06	0.1105	0.009	0.051	0.002	595	700000	9	0.007666667	4.88E-05	22	0.002136364	3.26E-06	0.117	0.01	0.003857143	0.001	1131.428571	900000	6	0.007416667	0.000043035	17	0.002176471	3.78E-06	0.106	0.009	0.0405	0.001	655	800000	6	0.00875	6.00E-05	17	0.001823529	2.80E-06
CIMBL151	tropical/subtropical	0.0825	0.005	0.036	0.001	465	400000	5	0.0094	0.000071734	12	0.00275	4.58E-06	0.085	0.006	0.032	0.0008169	530	518310	3	0.009	6.12E-05	13	0.002076923	3.07E-06	0.083	0.006	0.035	0.001	480	500000	5	0.0093	0.0000733	12	0.00275	4.72E-06	0.0485	170820	0.0195	0.0002918	290	0.002	3	0.006166667	0.00003036	7	0.001714286	2.27E-06	0.059	0.003	0.0205	0.0003172	385	268280	3	0.0065	3.28E-05	11	0.001341209	1.61E-06	0.052	0.002	0.0215	0.0003421	305	165790	4	0.006125	3.10E-05	10	0.0016	1.67E-06	0.092	0.007	0.039	0.001	530	600000	6	0.01	0.000074245	15	0.002	0.000003474	0.104	0.008	0.003904762	0.001	1000.952381	700000	6	0.008916667	0.000059665	14	0.002214286	4.60E-06	0.0955	0.007	0.0395	0.001	560	600000	6	0.008916667	6.06E-05	15	0.002333333	4.09E-06
R15X1141	temperate	0.0885	0.007	0.04	0.001	485	600000	5	0.0085	0.000054702	13	0.002307692	4.42E-06	0.078	0.005	0.035	0.001	430	400000	4	0.008625	0.000051605	13	0.002076923	3.82E-06	0.0895	0.006	0.041	0.001	485	500000	6	0.00825	5.30E-05	11	0.002307692	4.22E-06	0.0275	53720	0.0125	0.0001145	150	0.0006517	3	0.0035	0.00000656	7	0.001	1.14E-06	0.0245	0.0005106	0.01	0.000074	145	43660	2	0.002	3.40E-06	6	0.00093225	8.74E-07	0.023	0.0004478	0.0125	0.00013	105	31780	3	0.003	6.12E-06	8	0.000960538	1.18E-06	0.112	0.009	0.0575	0.003	545	600000	10	0.0086	0.000058172	20	0.002	2.87E-06	0.0825	0.005	0.004333333	0.002	781.6666667	300000	7	0.006357143	3.21E-05	19	0.001081021	1.78E-06	0.1055	0.008	0.052	0.002	535	600000	9	0.007944444	4.81E-05	20	0.001849315	2.16E-06
GEMS49	temperate	0.1065	0.009	0.04	0.001	665	800000	5	0.01	0.000075992	15	0.002266667	4.43E-06	0.1045	0.008	0.041	0.001	635	700000	6	0.00775	0.000047915	15	0.002733333	6.18E-06	0.1005	0.008	0.0435	0.001	570	700000	4	0.011	0.000093625	0	0.002266667	6.75E-06	0.0405	85320	0.014	0.0001468	265	0.001	1	0.006	0.00002883	6	0.001666667	1.97E-06	0.0385	0.001	0.0175	0.0002304	210	76960	1	0.006	0.00002945	7	0.001	1.67E-06	0.0445	0.002	0.0145	0.0001799	300	182010	1	0.0065	0.00003033	6	0.001822333	2.05E-06	0.1025	0.008	0.044	0.002	585	600000	7	0.009571429	7.24E-05	16	0.001875	2.93E-06	0.094	0.007	0.003809524	0.001	901.9047619	600000	6	0.006916667	0.00003711	14	0.002	3.15E-06	0.113	0.009	0.0445	0.002	685	700000	6	0.009166667	0.00006643	17	0.002411765	4.74E-06
JH59	temperate	0.119	0.01	0.0415	0.001	775	900000	5	0.009	0.000067656	13	0.002846154	7.08E-06	0.117	0.009	0.043	0.001	740	800000	7	0.009142857	6.32E-05	14	0.002642857	5.32E-06	0.1135	0.01	0.0445	0.001	690	900000	5	0.0107	0.000085952	13	0.002846154	6.92E-06	0.049	179090	0.0165	0.0002091	325	0.002	2	0.0045	0.00001604	7	0.001857143	2.43E-06	0.0535	0.002	0.017	0.0002395	365	176050	4	0.004125	0.00001366	9	0.000984667	1.18E-06	0.0575	0.003	0.0205	0.0003255	370	267450	4	0.00575	2.44E-05	9	0.001666667	1.99E-06	0.106	0.008	0.0475	0.002	585	600000	9	0.0085	5.84E-05	19	0.002	3.67E-06	0.1115	0.009	0.004142857	0.001	1073.571429	800000	8	0.0069375	4.10E-05	17	0.002	3.58E-06	0.124	0.01	0.051	0.002	730	800000	9	0.010055556	0.00007401	19	0.001947368	3.60E-06
TY11	temperate	0.0775	0.005	0.033	0.000864	445	413600	5	0.0085	0.000056526	13	0.002307692	4.64E-06	0.083	0.006	0.034	0.0009838	490	501620	5	0.0071	0.000038248	14	0.001714286	2.51E-06	0.088	0.006	0.036	0.001	520	500000	5	0.0091	0.00006588	13	0.002307692	5.58E-06	0.057	248120	0.025	0.0005188	320	0.003	4	0.006875	0.000038385	13	0.001845815	2.27E-06	0.065	0.004	0.028	0.0006018	370	339820	4	0.006375	0.00003351	13	0.001846154	2.93E-06	0.049	0.002	0.0175	0.0002326	315	176740	4	0.0045	1.66E-05	8	0.001220375	1.38E-06	0.0815	0.005	0.04	0.001	415	400000	8	0.007625	0.00004737	18	0.001888889	2.63E-06	0.0865	0.006	0.003380952	0.001	831.1904762	500000	6	0.00775	4.92E-05	16	0.0023125	4.59E-06	0.084	0.006	0.0375	0.001	465	500000	8	0.0075625	0.00004663	15	0.002133333	0.000003783
GEMS59	temperate	0.1075	0.009	0.043	0.001	645	800000	5	0.0103	0.00007945	12	0.0035	8.79E-06	0.1145	0.01	0.052	0.002	625	800000	4	0.011375	0.000093285	14	0.002785714	7.05E-06	0.105	0.009	0.0425	0.002	625	700000	5	0.0101	0.000077568	14	0.0035	8.77E-06	0.0665	337540	0.027	0.0006246	395	0.004	4	0.00725	4.07E-05	8	0.00275	0.000005231	0.0705	0.004	0.0275	0.0006214	430	337860	3	0.007333333	4.48E-05	11	0.002181818	4.53E-06	0.066	0.004	0.0255	0.0005221	405	347790	3	0.0075	4.46E-05	10	0.0023	3.89E-06	0.0925	0.007	0.043	0.001	495	600000	6	0.009583333	0.000072095	14	0.002928571	5.62E-06	0.1115	0.009	0.00447619	0.002	1070.238095	700000	6	0.011166667	9.46E-05	15	0.002933333	7.25E-06	0.119	0.01	0.0495	0.002	695	800000	6	0.011083333	9.79E-05	15	0.003333333	8.73E-06
YE8001	temperate	0.0855	0.006	0.0325	0.0008297	530	517030	5	0.0065	0.00003232	15	0.002133333	3.74E-06	0.072	0.004	0.0295	0.0007133	425	328670	6	0.005666667	2.49E-05	13	0.002230769	4.04E-06	0.0755	0.005	0.029	0.0006656	465	433440	6	0.005833333	2.67E-05	13	0.002133333	3.50E-06	0.0425	182520	0.0155	0.0001748	270	0.002	1	0.005	0.00001989	8	0.002	3.12E-06	0.039	0.001	0.014	0.0001598	250	84020	2	0.00375	0.000011438	7	0.002	2.47E-06	0.0435	0.002	0.0135	0.0001466	300	185340	2	0.00375	0.000012754	8	0.001375	1.63E-06	0.088	0.006	0.032	0.0008315	560	516850	6	0.00625	0.00003221	15	0.002066667	3.55E-06	0.1005	0.008	0.00352381	0.001	969.7619048	700000	5	0.008	0.000051688	15	0.002733333	5.61E-06	0.098	0.007	0.037	0.001	610	600000	6	0.007666667	0.000045025	14	0.002428571	4.41E-06
GEMS6	temperate	0.0985	0.008	0.043	0.002	555	600000	5	0.0105	0.000086824	12	0.003666667	1.01E-05	0.087	0.006	0.042	0.002	450	400000	4	0.009625	7.16E-05	14	0.003285714	7.54E-06	0.103	0.008	0.0455	0.002	575	600000	4	0.0105	0.00008498	12	0.003666667	0.000010675	0.054	260450	0.022	0.0003955	320	0.003	3	0.005833333	2.69E-05	7	0.002285714	0.000003511	0.054	0.002	0.0215	0.0003818	325	161820	3	0.005	2.11E-05	9	0.001666667	3.05E-06	0.056	0.003	0.022	0.0003921	340	260790	3	0.005666667	0.00002707	10	0.0019	0.00000353	0.1035	0.008	0.0535	0.002	500	600000	10	0.0079	0.000049208	24	0.00225	5.22E-06	0.0835	0.006	0.003809524	0.001	796.9047619	500000	5	0.009	0.000064958	13	0.002692308	7.27E-06	0.097	0.007	0.0405	0.001	565	600000	4	0.01	0.000080465	13	0.002846154	6.86E-06
K22	temperate	0.06	0.003	0.021	0.0003627	390	263730	5	0.005	0.000021282	11	0.001272727	1.52E-06	0.0685	0.004	0.022	0.0003634	465	363660	4	0.00525	0.000020265	11	0.001909091	2.32E-06	0.0635	0.003	0.021	0.0003331	425	266690	4	0.00475	2.04E-05	12	0.001272727	2.87E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061	0.003	0.0235	0.0004228	375	257720	8	0.0040625	1.27E-05	13	0.001352023	1.57E-06	0.0595	0.003	0.002	0.0003524	575	264760	5	0.0046	0.000016552	11	0.001181818	1.91E-06	0.0605	0.003	0.0215	0.0003611	390	263890	5	0.0051	0.00002149	10	0.0014	2.20E-06
CIMBL127	tropical/subtropical	0.108	0.009	0.0395	0.001	685	800000	5	0.0102	0.000076138	13	0.002843954	4.26E-06	0.0855	0.006	0.032	0.0007795	535	522050	4	0.006625	3.62E-05	12	0.002416667	4.70E-06	0.092	0.007	0.033	0.0008536	590	614640	5	0.0099	0.000063642	13	0.002843954	3.88E-06	0.0575	274050	0.0185	0.0002595	390	0.003	1	0.0065	0.00003276	5	0.0022	3.95E-06	0.0415	0.001	0.0135	0.0001503	280	84970	1	0.0045	0.00002051	6	0.001666667	2.07E-06	0.057	0.003	0.018	0.0002629	390	273710	1	0.007	0.00003998	7	0.002571429	4.85E-06	0.102	0.008	0.037	0.001	650	700000	6	0.0095	6.41E-05	15	0.002533333	4.25E-06	0.0935	0.007	0.003047619	0.0008179	904.5238095	618210	5	0.0061	0.00003367	13	0.002076923	3.88E-06	0.098	0.008	0.0355	0.0009732	625	702680	5	0.0089	0.000057944	14	0.002214286	3.88E-06
DAN4245	temperate	0.072	0.004	0.027	0.0005821	450	341790	5	0.006	0.000030424	13	0.001846154	2.47E-06	0.0645	0.003	0.026	0.0005268	385	247320	6	0.005333333	2.65E-05	12	0.002083333	3.17E-06	0.067	0.004	0.0285	0.0006477	385	335230	8	0.0053125	2.08E-05	12	0.001846154	2.30E-06	0.0355	81150	0.011	0.000104	245	0.0009155	1	0.0045	0.00001566	6	0.000992683	1.36E-06	0.023	0.0004423	0.0075	0.00004415	155	39815	1	0.0025	0.000004775	7	0.000742243	4.91E-07	0.0325	0.0008236	0.0105	0.00008427	220	73933	1	0.004	0.00001369	6	0.001	1.20E-06	0.074	0.004	0.029	0.0007016	450	329840	7	0.006642857	3.05E-05	14	0.001857143	2.81E-06	0.0695	0.004	0.00252381	0.0005702	669.7619048	342980	4	0.0065	3.55E-05	12	0.00175	2.68E-06	0.077	0.005	0.0315	0.0007726	455	422740	6	0.007083333	0.000039835	14	0.001928571	2.81E-06
647	tropical/subtropical	0.0725	0.004	0.0295	0.0006589	430	334110	5	0.0084	0.000052318	14	0.002	3.07E-06	0.0755	0.005	0.0275	0.0006013	480	439870	5	0.0072	0.000040014	14	0.002071429	3.25E-06	0.072	0.004	0.028	0.0006393	440	336070	4	0.00825	5.44E-05	13	0.002	3.20E-06	0.046	179100	0.016	0.000209	300	0.002	3	0.004666667	1.76E-05	7	0.001571429	1.81E-06	0.034	0.0009662	0.014	0.0001475	200	81870	3	0.003833333	1.20E-05	7	0.001142857	1.42E-06	0.0395	0.001	0.014	0.0001536	255	84640	3	0.003666667	1.15E-05	7	0.001428571	1.59E-06	0.073	0.004	0.0285	0.0006922	445	330780	5	0.0071	0.000040192	14	0.001928571	2.78E-06	0.0695	0.004	0.002571429	0.0005749	669.2857143	342510	5	0.0061	0.000031352	14	0.001857143	2.29E-06	0.0675	0.004	0.0285	0.0006306	390	336940	5	0.0075	0.000044296	15	0.0018	2.25E-06
GY1032	temperate	0.093	0.007	0.0395	0.001	535	600000	6	0.008916667	0.00006165	16	0.002375	4.67E-06	0.081	0.005	0.031	0.0007758	500	422420	5	0.0067	0.000035546	15	0.002333333	3.39E-06	0.0835	0.006	0.035	0.0009553	485	504470	6	0.00725	4.23E-05	16	0.002	3.42E-06	0.067	358430	0.023	0.0004157	440	0.004	3	0.0065	3.29E-05	8	0.002	2.76E-06	0.053	0.002	0.0195	0.0003025	335	169750	2	0.00625	0.000028705	10	0.0016	2.20E-06	0.0555	0.003	0.023	0.0004232	325	257680	4	0.0065	0.000031175	11	0.002181818	0.000002804	0.067	0.004	0.023	0.0004157	440	358430	8	0.0069375	3.71E-05	16	0.0018125	2.25E-06	0.053	0.002	0.001857143	0.0003025	511.4285714	169750	9	0.006555556	3.46E-05	19	0.001894737	2.89E-06	0.0555	0.003	0.023	0.0004232	325	257680	8	0.0068125	3.53E-05	17	0.001923077	2.38E-06
ZB648	temperate	0.081	0.005	0.039	0.001	420	400000	6	0.008166667	0.00005294	13	0.002153846	3.07E-06	0.0835	0.006	0.0355	0.0009809	480	501910	6	0.007333333	0.000041915	14	0.001928571	2.77E-06	0.095	0.007	0.036	0.0009984	590	600160	6	0.008	4.71E-05	14	0.001971107	3.12E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043	0.001	0.0175	0.0002453	255	75470	4	0.005	0.00001866	10	0.00099172	1.06E-06	0.039	0.001	0.017	0.0002253	220	77470	3	0.004333333	0.00001517	11	0.001065727	8.37E-07	0.073	0.004	0.032	0.0007944	410	320560	5	0.0076	0.00004598	14	0.001714286	1.96E-06	0.071	0.004	0.003190476	0.0008667	678.0952381	313330	5	0.0084	0.000052254	15	0.001866667	2.45E-06	0.0705	0.004	0.0305	0.0007142	400	328580	5	0.0072	0.000041682	13	0.00168405	2.44E-06
BY4839	temperate	0.079	0.005	0.0375	0.001	415	400000	6	0.008833333	0.000059955	15	0.002466667	3.59E-06	0.0875	0.006	0.0385	0.001	490	500000	6	0.007333333	0.0000415	15	0.001930967	3.38E-06	0.0835	0.006	0.037	0.001	465	500000	6	0.008666667	5.94E-05	15	0.002066667	3.35E-06	0.035	87590	0.0115	0.0001241	235	0.001	2	0.00525	0.000017555	6	0.001114483	9.37E-07	0.0365	0.001	0.011	0.00009895	255	90105	1	0.0055	0.00002443	6	0.001	1.11E-06	0.044	0.002	0.016	0.0001861	280	181390	1	0.0075	0.0000396	7	0.001857143	2.21E-06	0.0945	0.007	0.0365	0.001	580	600000	6	0.009166667	6.57E-05	16	0.0018125	2.90E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0865	0.006	0.0365	0.001	500	500000	5	0.0102	0.000074516	15	0.0022	3.81E-06
DAN599	tropical/subtropical	0.075	0.004	0.0395	0.001	355	300000	6	0.00825	5.28E-05	13	0.002538462	4.77E-06	0.066	0.003	0.036	0.001	300	200000	8	0.0074375	4.22E-05	18	0.0015	1.88E-06	0.077	0.005	0.0385	0.001	385	400000	6	0.009083333	6.71E-05	14	0.002214286	3.81E-06	0.0565	149420	0.0255	0.0005058	310	0.002	4	0.005625	2.51E-05	16	0.001625	1.76E-06	0.062	0.003	0.023	0.0003888	390	261120	4	0.004875	0.000021779	10	0.0017	2.19E-06	0.0555	0.002	0.024	0.0004697	315	153030	4	0.0065	3.48E-05	15	0.001587353	2.02E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.098	0.008	0.003666667	0.001	943.3333333	700000	7	0.006928571	3.61E-05	17	0.001647059	2.32E-06	0.088	0.005	0.039	0.001	490	400000	7	0.009	6.12E-05	18	0.001885822	2.87E-06
ZZ01	temperate	0.0815	0.005	0.0365	0.001	450	400000	6	0.008	5.08E-05	16	0.002181456	3.63E-06	0.064	0.003	0.028	0.0006124	360	238760	4	0.0065	0.00003558	12	0.001916667	2.90E-06	0.074	0.004	0.0275	0.0005675	465	343250	4	0.007625	4.27E-05	13	0.001846154	2.48E-06	0.0345	84800	0.0125	0.0001257	220	0.0009737	2	0.00425	1.44E-05	7	0.000992529	1.02E-06	0.0335	0.0008835	0.0115	0.0001112	220	77230	1	0.0045	0.00001678	6	0.0015	1.64E-06	0.033	0.0008998	0.0115	0.0001068	215	79300	1	0.005	0.00001807	6	0.001	1.09E-06	0.0805	0.005	0.0335	0.0008506	470	414940	6	0.006916667	3.89E-05	15	0.001933333	2.35E-06	0.087	0.006	0.003285714	0.0009407	837.1428571	505930	6	0.007	0.000039685	16	0.001625	2.48E-06	0.084	0.006	0.0345	0.0009856	495	501440	7	0.007285714	4.03E-05	17	0.001823529	2.21E-06
CML114	tropical/subtropical	0.0855	0.006	0.041	0.001	445	500000	6	0.007583333	4.90E-05	15	0.0022	4.13E-06	0.0775	0.005	0.0355	0.001	420	400000	5	0.0074	0.000044986	15	0.001733333	2.06E-06	0.081	0.005	0.041	0.001	400	400000	5	0.009	0.000061338	19	0.002052632	3.48E-06	0.0565	256240	0.0235	0.0004376	330	0.003	3	0.0075	0.00003947	9	0.002	0.000002318	0.0605	0.003	0.0245	0.0004789	360	252110	3	0.006666667	3.20E-05	12	0.001916667	2.26E-06	0.059	0.003	0.0225	0.0004101	365	258990	1	0.009	0.00006903	8	0.002125	2.40E-06	0.071	0.005	0.036	0.000999	350	400100	5	0.0083	0.000055332	17	0.001764706	2.16E-06	0.077	0.005	0.003285714	0.0008815	737.1428571	411850	5	0.0062	0.000029982	14	0.001409107	2.02E-06	0.079	0.005	0.037	0.001	420	400000	5	0.0084	0.000054448	18	0.001833333	3.29E-06
05WN230	temperate	0.088	0.006	0.037	0.001	510	500000	6	0.00725	4.27E-05	14	0.002571429	4.61E-06	0.083	0.006	0.0355	0.0009982	475	500180	5	0.0081	0.000047732	13	0.002923077	5.35E-06	0.106	0.009	0.0415	0.001	645	800000	5	0.0083	0.000052752	15	0.002571429	6.84E-06	0.045	178220	0.0165	0.0002178	285	0.002	2	0.006	0.00002897	7	0.001714286	0.000001884	0.039	0.001	0.018	0.0002499	210	75010	2	0.0055	0.000024175	9	0.001777778	2.11E-06	0.05	0.002	0.017	0.000237	330	176300	2	0.006	0.0000248	7	0.001857143	2.53E-06	0.095	0.007	0.0405	0.001	545	600000	5	0.0093	0.00006458	15	0.002266667	3.91E-06	0.1	0.008	0.003809524	0.001	961.9047619	700000	6	0.008166667	5.32E-05	14	0.002714286	5.85E-06	0.0995	0.008	0.039	0.001	605	700000	6	0.008416667	0.00005516	14	0.002785714	5.27E-06
J4112	temperate	0.0875	0.006	0.036	0.001	515	500000	6	0.00725	4.41E-05	15	0.002	2.81E-06	0.084	0.006	0.034	0.0009581	500	504190	5	0.0063	0.000034412	14	0.001714286	2.16E-06	0.085	0.006	0.034	0.0009218	510	507820	6	0.007083333	3.94E-05	15	0.002	2.51E-06	0.0435	179100	0.0165	0.000209	270	0.002	2	0.0045	0.0000163	8	0.00125	1.40E-06	0.04	0.001	0.012	0.0001196	280	88040	1	0.0045	0.00001614	6	0.001333333	1.39E-06	0.0495	0.002	0.016	0.0002033	335	179670	2	0.005	0.000021105	9	0.001444444	1.55E-06	0.0885	0.007	0.042	0.001	465	600000	7	0.007571429	4.50E-05	17	0.001823529	2.80E-06	0.105	0.008	0.004047619	0.001	1009.52381	700000	6	0.008	5.35E-05	17	0.002117647	3.85E-06	0.097	0.007	0.043	0.001	540	600000	6	0.008583333	5.34E-05	17	0.001764706	2.69E-06
8902	temperate	0.086	0.006	0.035	0.0009495	510	505050	6	0.006916667	3.50E-05	15	0.0018	0.00000281	0.0675	0.004	0.027	0.0006014	405	339860	5	0.0052	0.0000211	13	0.001307692	1.83E-06	0.083	0.006	0.0335	0.0008487	495	515130	5	0.0071	0.00004151	14	0.0018	0.00000224	0.018	18893	0.0105	0.00008207	75	0.000271	1	0.0035	0.000009822	6	0.000985817	8.35E-07	0.0215	0.0003865	0.007	0.00003629	145	35021	1	0.001	0.000001978	4	0.000595225	4.04E-07	0.019	0.0002946	0.009	0.00005979	100	23481	1	0.0025	0.000005528	6	0.000990117	1.02E-06	0.0955	0.008	0.0425	0.001	530	700000	6	0.00775	4.81E-05	17	0.002058824	2.97E-06	0.1	0.008	0.003714286	0.001	962.8571429	700000	6	0.006333333	0.000032665	17	0.002	0.000003446	0.0995	0.008	0.0425	0.001	570	700000	6	0.007916667	0.00004793	15	0.002	3.15E-06
835B	temperate	0.0885	0.006	0.0335	0.0009036	550	509640	6	0.006833333	3.70E-05	12	0.001833333	3.15E-06	0.1045	0.008	0.0405	0.001	640	700000	5	0.009	0.000069278	14	0.0025	5.52E-06	0.097	0.008	0.0395	0.001	575	700000	5	0.0095	0.00007221	13	0.001833333	4.80E-06	0.037	84920	0.014	0.0001508	230	0.001	1	0.005	0.00002271	5	0.002	2.04E-06	0.0365	0.001	0.013	0.000129	235	87100	1	0.005	0.00001975	5	0.0014	2.07E-06	0.033	0.0009264	0.0125	0.0001134	205	81300	1	0.005	0.00001795	6	0.001166667	1.56E-06	0.087	0.006	0.035	0.001	520	500000	5	0.0086	0.000057078	15	0.002	3.30E-06	0.0915	0.007	0.003285714	0.001	882.1428571	600000	4	0.00875	0.00006297	13	0.002307692	4.47E-06	0.085	0.006	0.0355	0.0009755	495	502450	5	0.008	0.000050466	14	0.002142857	3.65E-06
EN25	temperate	0.068	0.004	0.0235	0.0004509	445	354910	6	0.005	2.07E-05	10	0.00188218	3.13E-06	0.0595	0.003	0.0225	0.0004005	370	259950	5	0.0064	0.000028394	10	0.00127833	1.56E-06	0.0255	0.0005004	0.009	0.00006467	165	43573	1	0.004	0.00001065	5	0.00188218	9.99E-07	0.029	64803	0.009	0.00005707	200	0.0007051	1	0.003	0.000008811	5	0.00086822	7.33E-07	0.0285	0.0006859	0.008	0.00005367	205	63223	1	0.003	0.000007409	5	0.001	7.97E-07	0.057	0.003	0.0245	0.0004579	325	254210	3	0.007166667	0.00004065	10	0.00189823	2.70E-06	0.09	0.006	0.0315	0.0008112	585	518880	5	0.0075	0.000046778	12	0.001810533	3.14E-06	0.071	0.004	0.002714286	0.0006302	682.8571429	336980	5	0.0069	0.000037336	13	0.001769231	2.66E-06	0.061	0.003	0.024	0.0004725	370	252750	5	0.006	0.000028974	10	0.00156515	1.99E-06
YE52106	temperate	0.077	0.005	0.034	0.0009283	430	407170	6	0.007583333	0.00004476	12	0.0025	4.65E-06	0.0705	0.004	0.029	0.000719	415	328100	5	0.0063	0.00003409	13	0.002	3.79E-06	0.0795	0.005	0.0355	0.0009711	440	402890	5	0.0078	0.000050352	12	0.0025	6.06E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0865	0.006	0.0395	0.001	470	500000	7	0.008428571	5.68E-05	14	0.0025	4.70E-06	0.062	0.003	0.002714286	0.0006288	592.8571429	237120	5	0.0058	0.00002579	13	0.001923077	3.39E-06	0.0845	0.006	0.037	0.001	475	500000	6	0.007916667	5.25E-05	15	0.0018	2.84E-06
